date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:40:15	1776/1776	---M-Z	200	added ('OK')	text/css	etag:%226f0-6672ad3d-1fa996cf2a4edf7;gz%22	https://livpower.in/wp-content/themes/blankslate/assets/css/slick-1.8.1/slick/slick.css	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/css/slick-1.8.1/slick/slick.css	(from https://livpower.in/)
01:40:15	26053/26053	---M-Z	200	added ('OK')	text/css	etag:W/%2265c5-BVfTdFS2f0LyyxAeV+UHD7EZNXA%22	https://cdn.jsdelivr.net/npm/aos@2.3.4/dist/aos.css	C:/My%20Web%20Sites/LivPower/cdn.jsdelivr.net/npm/aos@2.3.4/dist/aos.css	(from https://livpower.in/)
01:40:16	103009/103009	---M-Z	200	added ('OK')	text/css	etag:%22660cc074-5556%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.5.2/css/all.min.css	C:/My%20Web%20Sites/LivPower/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.5.2/css/all.min.css	(from https://livpower.in/)
01:40:16	66571/66571	---M-Z	200	added ('OK')	text/css	etag:W/%221040b-st8SVFhWC0QWHIN1iDcT6zrpEwU%22	https://cdn.jsdelivr.net/npm/boxicons@2.1.2/css/boxicons.min.css	C:/My%20Web%20Sites/LivPower/cdn.jsdelivr.net/npm/boxicons@2.1.2/css/boxicons.min.css	(from https://livpower.in/)
01:40:16	20574/20574	---M--	200	added ('OK')	image/png	etag:%22505e-68e558af-e6a4a4fc9277a154;;;%22	https://livpower.in/wp-content/uploads/2025/10/cropped-Liv-power-Logo.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/uploads/2025/10/cropped-Liv-power-Logo.png	(from https://livpower.in/)
01:40:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2014%20Jan%202026%2020:10:16%20GMT	https://livpower.in/contact-us	C:/My%20Web%20Sites/LivPower/livpower.in/contact-us	(from https://livpower.in/)
01:40:17	53786/53786	---MCZ	200	added ('OK')	text/html	etag:%2234-1768403682;gz%22	https://livpower.in/about-us/	C:/My%20Web%20Sites/LivPower/livpower.in/about-us/index.html	(from https://livpower.in/)
01:40:18	4403/4403	---M--	200	added ('OK')	image/png	etag:%221133-68e56239-90e3f9378b5c581a;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/circle.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/circle.png	(from https://livpower.in/)
01:40:18	59476/59476	---MCZ	200	added ('OK')	text/html	etag:%2235-1768403706;gz%22	https://livpower.in/categories/	C:/My%20Web%20Sites/LivPower/livpower.in/categories/index.html	(from https://livpower.in/)
01:40:18	58395/58395	---MCZ	200	added ('OK')	text/html	etag:%2228-1768367586;gz%22	https://livpower.in/contact-us/	C:/My%20Web%20Sites/LivPower/livpower.in/contact-us/index.html	(from https://livpower.in/)
01:40:18	57870/57870	---M--	200	added ('OK')	image/png	etag:%22e20e-68fb4eec-3cc2bb0f50e46ef8;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b1.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b1.png	(from https://livpower.in/)
01:40:19	43355/43355	---M--	200	added ('OK')	image/png	etag:%22a95b-68fb6b1f-2ffab8875db90166;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b2.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b2.png	(from https://livpower.in/)
01:40:19	41673/41673	---M--	200	added ('OK')	image/png	etag:%22a2c9-68fb6b2e-45d92553db6aebe6;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b3.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b3.png	(from https://livpower.in/)
01:40:19	2617541/2617541	---M--	200	added ('OK')	image/png	etag:%2227f0c5-68e55c5e-41d5fd2f19f401cf;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/hero-banner.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/hero-banner.png	(from https://livpower.in/)
01:40:19	50906/50906	---M--	200	added ('OK')	image/png	etag:%22c6da-68fb6b30-7c695963706af9e0;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b4.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b4.png	(from https://livpower.in/)
01:40:19	40736/40736	---M--	200	added ('OK')	image/png	etag:%229f20-68fb6b30-bb095f82bf956701;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b5.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b5.png	(from https://livpower.in/)
01:40:19	40265/40265	---M--	200	added ('OK')	image/png	etag:%229d49-68fb6b32-68910ad86f7bf951;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b6.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b6.png	(from https://livpower.in/)
01:40:19	27255/27255	---M--	200	added ('OK')	image/png	etag:%226a77-68fb6b33-93200e8ed71a5ca9;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b7.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b7.png	(from https://livpower.in/)
01:40:20	41024/41024	---M--	200	added ('OK')	image/png	etag:%22a040-68fb6b34-44ee2d32cde23cc5;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b8.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b8.png	(from https://livpower.in/)
01:40:20	30578/30578	---M--	200	added ('OK')	image/png	etag:%227772-68fb6b35-90735590353b212b;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b9.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b9.png	(from https://livpower.in/)
01:40:20	45656/45656	---M--	200	added ('OK')	image/png	etag:%22b258-68fb6b36-f997aa3cd42a8394;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b10.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b10.png	(from https://livpower.in/)
01:40:20	41750/41750	---M--	200	added ('OK')	image/png	etag:%22a316-68fb6b37-87128e49c8485c12;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b11.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b11.png	(from https://livpower.in/)
01:40:20	26455/26455	---M--	200	added ('OK')	image/png	etag:%226757-68fb6b37-5581cad1168076a7;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b12.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b12.png	(from https://livpower.in/)
01:40:21	31164/31164	---M--	200	added ('OK')	image/png	etag:%2279bc-68fb6b39-8c30f5f4615cb80f;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b13.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b13.png	(from https://livpower.in/)
01:40:21	45169/45169	---M--	200	added ('OK')	image/png	etag:%22b071-69010fe8-b72aa39425869d02;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b15.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/brand/b15.png	(from https://livpower.in/)
01:40:21	24220/24220	---M--	200	added ('OK')	image/png	etag:%225e9c-68e5f619-2405fb13cf8fa8d8;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/item1.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/item1.png	(from https://livpower.in/)
01:40:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2014%20Jan%202026%2020:10:21%20GMT	https://livpower.in/categories	C:/My%20Web%20Sites/LivPower/livpower.in/categories	(from https://livpower.in/)
01:40:22	40432/40432	---M--	200	added ('OK')	image/png	etag:%229df0-68f4cecf-8fc3dd102c76da67;;;%22	https://livpower.in/wp-content/uploads/2025/10/eb752bc7849cccbe020b5589d6e703a5138dcda2-1-300x300.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/uploads/2025/10/eb752bc7849cccbe020b5589d6e703a5138dcda2-1-300x300.png	(from https://livpower.in/)
01:40:22	47522/47522	---M-Z	200	added ('OK')	text/html	etag:%2253-1768421421;gz%22	https://livpower.in/power-that-protects-reliable-efficient-and-always-stable/	C:/My%20Web%20Sites/LivPower/livpower.in/power-that-protects-reliable-efficient-and-always-stable/index.html	(from https://livpower.in/)
01:40:22	13257/13257	---M--	200	added ('OK')	image/jpeg	etag:%2233c9-68f52afe-a7b5d6a5bc513f36;;;%22	https://livpower.in/wp-content/uploads/2025/10/45eb58f9-aeba-4b5c-8a66-3691cba1b826-300x300.jpg	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/uploads/2025/10/45eb58f9-aeba-4b5c-8a66-3691cba1b826-300x300.jpg	(from https://livpower.in/)
01:40:22	47519/47519	---M-Z	200	added ('OK')	text/html	etag:%2254-1768421421;gz%22	https://livpower.in/precision-power-for-every-device-reliable-smart-and-efficient/	C:/My%20Web%20Sites/LivPower/livpower.in/precision-power-for-every-device-reliable-smart-and-efficient/index.html	(from https://livpower.in/)
01:40:22	27584/27584	---M--	200	added ('OK')	image/png	etag:%226bc0-68f5225b-f62563d1c40f25b1;;;%22	https://livpower.in/wp-content/uploads/2025/10/a2ac83dc18191951bc5c831f7accf4b3a1aa8010-1-300x300.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/uploads/2025/10/a2ac83dc18191951bc5c831f7accf4b3a1aa8010-1-300x300.png	(from https://livpower.in/)
01:40:23	41208/41208	---M--	200	added ('OK')	image/png	etag:%22a0f8-68f52240-604d68c618b617e9;;;%22	https://livpower.in/wp-content/uploads/2025/10/68ed2bb24223a8098b23a2589d1802b802d5d5db-1-300x300.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/uploads/2025/10/68ed2bb24223a8098b23a2589d1802b802d5d5db-1-300x300.png	(from https://livpower.in/)
01:40:23	35369/35369	---M--	200	added ('OK')	image/png	etag:%228a29-68f52371-1bfbd5eaf39b6305;;;%22	https://livpower.in/wp-content/uploads/2025/10/c4a917a7ea422ae2cec14858a54cb4fd28d5dac5-1-280x300.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/uploads/2025/10/c4a917a7ea422ae2cec14858a54cb4fd28d5dac5-1-280x300.png	(from https://livpower.in/)
01:40:23	47441/47441	---M-Z	200	added ('OK')	text/html	etag:%2255-1768421422;gz%22	https://livpower.in/sound-that-moves-you-clear-powerful-and-immersive/	C:/My%20Web%20Sites/LivPower/livpower.in/sound-that-moves-you-clear-powerful-and-immersive/index.html	(from https://livpower.in/)
01:40:23	8923/8923	---M--	200	added ('OK')	image/jpeg	etag:%2222db-68f52b84-e5c9ac46141f9f09;;;%22	https://livpower.in/wp-content/uploads/2025/10/istockphoto-1384863054-612x612-1-228x300.jpg	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/uploads/2025/10/istockphoto-1384863054-612x612-1-228x300.jpg	(from https://livpower.in/)
01:40:23	24979/24979	---M--	200	added ('OK')	image/png	etag:%226193-68f52551-22ae0d0cfa2ea18c;;;%22	https://livpower.in/wp-content/uploads/2025/10/fd7a17d5235702c258d6b97e2279844c8234957e-1-300x300.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/uploads/2025/10/fd7a17d5235702c258d6b97e2279844c8234957e-1-300x300.png	(from https://livpower.in/)
01:40:24	5756/5756	---M--	200	added ('OK')	image/jpeg	etag:%22167c-6901a32d-9913f5350dc648c9;;;%22	https://livpower.in/wp-content/uploads/2025/10/WhatsApp-Image-2025-10-29-at-10.43.43-AM-1-300x300.jpeg	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/uploads/2025/10/WhatsApp-Image-2025-10-29-at-10.43.43-AM-1-300x300.jpg	(from https://livpower.in/)
01:40:24	6272/6272	---M--	200	added ('OK')	image/jpeg	etag:%221880-6901a778-b784b0597c281ca9;;;%22	https://livpower.in/wp-content/uploads/2025/10/WhatsApp-Image-2025-10-29-at-11.02.50-AM-300x300.jpeg	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/uploads/2025/10/WhatsApp-Image-2025-10-29-at-11.02.50-AM-300x300.jpg	(from https://livpower.in/)
01:40:24	47464/47464	---M-Z	200	added ('OK')	text/html	etag:%2256-1768421423;gz%22	https://livpower.in/picture-perfect-living-brilliant-smart-and-immersive/	C:/My%20Web%20Sites/LivPower/livpower.in/picture-perfect-living-brilliant-smart-and-immersive/index.html	(from https://livpower.in/)
01:40:24	26905/26905	---M--	200	added ('OK')	image/png	etag:%226919-68f52381-137e24c4705ee147;;;%22	https://livpower.in/wp-content/uploads/2025/10/cb8bc8a62f4c3ccf4e0c24c6b1079900346e81c5-1-238x300.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/uploads/2025/10/cb8bc8a62f4c3ccf4e0c24c6b1079900346e81c5-1-238x300.png	(from https://livpower.in/)
01:40:24	5697/5697	---M--	200	added ('OK')	image/jpeg	etag:%221641-6901cf00-cb5d50ed9cb9c93a;;;%22	https://livpower.in/wp-content/uploads/2025/10/WhatsApp-Image-2025-10-29-at-12.56.15-PM-1-300x300.jpeg	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/uploads/2025/10/WhatsApp-Image-2025-10-29-at-12.56.15-PM-1-300x300.jpg	(from https://livpower.in/)
01:40:25	43830/43830	---M--	200	added ('OK')	image/png	etag:%22ab36-68f523b7-2b85868fb0a5916c;;;%22	https://livpower.in/wp-content/uploads/2025/10/e8c5235b6cc55d296e316c55a6032d64a8dc77bd-1-300x300.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/uploads/2025/10/e8c5235b6cc55d296e316c55a6032d64a8dc77bd-1-300x300.png	(from https://livpower.in/)
01:40:25	13200483/13200483	---M--	200	added ('OK')	video/mp4	etag:%22c96c63-68f49bfc-99ff053ca37aa11b;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/banner-video.mp4	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/banner-video.mp4	(from https://livpower.in/)
01:40:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2014%20Jan%202026%2020:10:24%20GMT	https://livpower.in/categories	C:/My%20Web%20Sites/LivPower/livpower.in/categories	(from https://livpower.in/)
01:40:25	47414/47414	---M-Z	200	added ('OK')	text/html	etag:%2257-1768421424;gz%22	https://livpower.in/warmth-that-cares-fast-safe-and-energy-efficient/	C:/My%20Web%20Sites/LivPower/livpower.in/warmth-that-cares-fast-safe-and-energy-efficient/index.html	(from https://livpower.in/)
01:40:25	794698/794698	---M--	200	added ('OK')	image/png	etag:%22c204a-68e60f32-67601b7a5b682adb;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/pro1.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/pro1.png	(from https://livpower.in/)
01:40:25	7804/7804	---M--	200	added ('OK')	image/jpeg	etag:%221e7c-68fb5ed8-fa4d8096966ff8c;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/lit.jpeg	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/lit.jpg	(from https://livpower.in/)
01:40:26	46934/46934	---M--	200	added ('OK')	image/webp	etag:%22b756-68fb5e93-3cfc75b5069d76ee;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/ro.webp	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/ro.webp	(from https://livpower.in/)
01:40:26	1360946/1360946	---M--	200	added ('OK')	image/png	etag:%2214c432-68e601b1-855a713dd72a5b9;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/young-woman-using-home-technology.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/young-woman-using-home-technology.png	(from https://livpower.in/)
01:40:26	47408/47408	---MCZ	200	added ('OK')	text/html	etag:%2258-1768421425;gz%22	https://livpower.in/blend-it-better-powerful-versatile-and-easy-to-clean/	C:/My%20Web%20Sites/LivPower/livpower.in/blend-it-better-powerful-versatile-and-easy-to-clean/index.html	(from https://livpower.in/)
01:40:26	47263/47263	---MCZ	200	added ('OK')	text/html	etag:%2236-1768403718;gz%22	https://livpower.in/boil-in-style-fast-safe-and-energy-smart/	C:/My%20Web%20Sites/LivPower/livpower.in/boil-in-style-fast-safe-and-energy-smart/index.html	(from https://livpower.in/)
01:40:26	29572/29572	---M--	200	added ('OK')	image/jpeg	etag:%227384-68f4d57c-499e27931028261f;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/test1.jpg	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/test1.jpg	(from https://livpower.in/)
01:40:26	40316/40316	---M--	200	added ('OK')	image/webp	etag:%229d7c-68f4d566-8524b81d7bd9356c;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/test2.webp	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/test2.webp	(from https://livpower.in/)
01:40:27	27324/27324	---M--	200	added ('OK')	image/webp	etag:%226abc-68f493b0-4ab168cfa4268b94;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/test3.webp	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/test3.webp	(from https://livpower.in/)
01:40:27	6228/6228	---M--	200	added ('OK')	image/jpeg	etag:%221854-68f4d667-39eb5bdea6d74224;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/test4.jpg	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/test4.jpg	(from https://livpower.in/)
01:40:27	47489/47489	---M-Z	200	added ('OK')	text/html	etag:%2259-1768421426;gz%22	https://livpower.in/organized-power-simplified-safe-compact-and-efficient/	C:/My%20Web%20Sites/LivPower/livpower.in/organized-power-simplified-safe-compact-and-efficient/index.html	(from https://livpower.in/)
01:40:27	1909/1909	---M-Z	200	added ('OK')	image/svg+xml	etag:%22775-68f49081-132926d50b55fe01;gz%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/insta.svg	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/insta.svg	(from https://livpower.in/)
01:40:27	117901/117901	---M--	200	added ('OK')	image/png	etag:%221cc8d-68e604e6-96ecd9197d9dba7a;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/insta1.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/insta1.png	(from https://livpower.in/)
01:40:28	98293/98293	---M--	200	added ('OK')	image/png	etag:%2217ff5-68f4926b-47e15a2dc4893ca9;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/insta2.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/insta2.png	(from https://livpower.in/)
01:40:28	23030/23030	---M--	200	added ('OK')	image/png	etag:%2259f6-68f49279-b6a3bde00f6f567e;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/insta3.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/insta3.png	(from https://livpower.in/)
01:40:28	47409/47409	---MCZ	200	added ('OK')	text/html	etag:%2260-1768421427;gz%22	https://livpower.in/protection-you-can-trust-smart-safe-and-reliable/	C:/My%20Web%20Sites/LivPower/livpower.in/protection-you-can-trust-smart-safe-and-reliable/index.html	(from https://livpower.in/)
01:40:28	89560/89560	---M--	200	added ('OK')	image/png	etag:%2215dd8-68f49283-98a6b59f8d4b9f3b;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/insta4.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/insta4.png	(from https://livpower.in/)
01:40:28	104399/104399	---M--	200	added ('OK')	image/png	etag:%22197cf-68e66482-d12c3c735d40e9b2;;;%22	https://livpower.in/wp-content/themes/blankslate/assets/img/liv-power/bg-map1.png	C:/My%20Web%20Sites/LivPower/livpower.in/wp-content/themes/blankslate/assets/img/liv-power/bg-map1.png	(from https://livpower.in/)
01:40:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2014%20Jan%202026%2020:10:28%20GMT	https://livpower.in/about-us	C:/My%20Web%20Sites/LivPower/livpower.in/about-us	(from https://livpower.in/)
01:40:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2014%20Jan%202026%2020:10:28%20GMT	https://livpower.in/categories	C:/My%20Web%20Sites/LivPower/livpower.in/categories	(from https://livpower.in/)
01:40:29	47446/47446	---M-Z	200	added ('OK')	text/html	etag:%2261-1768421428;gz%22	https://livpower.in/power-that-performs-efficient-durable-and-easy-to-use/	C:/My%20Web%20Sites/LivPower/livpower.in/power-that-performs-efficient-durable-and-easy-to-use/index.html	(from https://livpower.in/)
